step,energy,oobf
103,0.000000031340853967708605,0.0009854163620090885
102,0.00000003837813354737004,0.001495316331993283
101,0.000000046999898098162123,0.0016026987241124322
100,0.0000000441922328640634,0.0013852141416430277
99,0.00000003699762721697444,0.0014703292835767082
98,0.0000000610961985325721,0.002049592447064192
97,0.000000052365031984479494,0.0011356330532707824
96,0.00000007567851632065105,0.0019027347472062417
95,0.00000008807229652068192,0.00251966975495868
94,0.00000009691207033455617,0.0029334767733439683
93,0.00000012368177757234466,0.0035312065477676614
92,0.00000021419897143319411,0.005490507390740245
91,0.00000030723015515806255,0.006191874216373895
90,0.0000008984499516544252,0.009165860213557451
89,0.00000017071200911436385,0.0025241753581285277
88,0.00000025792925646472424,0.00307029689183817
87,0.00000044219866155859815,0.00402513296672493
86,0.0000007143386177975441,0.005210348312712671
85,0.0000006793429580111928,0.0078105641586341396
84,0.00000009532929232508208,0.0018176906740503779
83,0.00000008524741549080347,0.0015130105631510086
82,0.00000009678483399169702,0.0024303089438942713
81,0.00000012652703325482157,0.002210465380037461
80,0.00000007950086966579002,0.0015339397950384893
79,0.0000001069385314876486,0.0020626936542815126
78,0.00000014302283665694217,0.002844165706456207
77,0.00000010493122891556069,0.0012353645060969164
76,0.00000010818801321916562,0.0019870026887868265
75,0.0000001328633264532195,0.002718486013266238
74,0.0000001735216335166173,0.0022635817664995016
73,0.00000015620746924605605,0.0017704346866969148
72,0.00000020870492540159792,0.002968665148753095
71,0.00000021195307496486446,0.0024121551628711753
70,0.0000002336577454892905,0.0018435639170951805
69,0.00000030227891942450896,0.003347887157551437
68,0.00000030088590495326894,0.0025254110574576176
67,0.00000035133597677617344,0.0024094036918896377
66,0.00000039267593172546975,0.0032829410774063705
65,0.0000005144645026497861,0.003449975367481254
64,0.0000005257767358338025,0.0019992965540998383
63,0.000000553985785753195,0.0029505166433069674
62,0.000000669533804454801,0.003421959551170768
61,0.0000007731412201713643,0.002729378449902586
60,0.0000009074360110152156,0.004396297975112132
59,0.000001039655421049369,0.004843926584114936
58,0.0000011970941296551795,0.004492729430711018
57,0.0000013118278018935374,0.004521462171756948
56,0.0000015901283355935035,0.004582740872997879
55,0.0000018153229858139975,0.004252248972179094
54,0.0000020087271445771197,0.005197733477887098
53,0.0000022933834895221154,0.005873179345928129
52,0.000002673478376294656,0.005106062155239089
51,0.000003109717496274089,0.006005973722114422
50,0.0000036267037707886604,0.006314753685829763
49,0.000004061824116129426,0.005679269991015742
48,0.00000482037507601091,0.00673447143707543
47,0.000005474007449627011,0.004936588156957512
46,0.000006375737804313787,0.004888363882467727
45,0.000007414380964434217,0.007162746624860344
44,0.00000832309095636103,0.0076628330608772095
43,0.000010025741447725448,0.009011713324681403
42,0.00001176621329646095,0.008544697786124697
41,0.000013392743218185581,0.00694888255837587
40,0.000015574280166013758,0.006604604617417914
39,0.000017867964430562362,0.008074994568641481
38,0.000021380554358200937,0.012212883266063951
37,0.000024729690834885367,0.013888357401384327
36,0.000029301747155069987,0.011868296752972032
35,0.000033598157785279186,0.010827721887691938
34,0.00003914180078935917,0.013202626616656445
33,0.00004630199077721064,0.01816047445934166
32,0.00005378072399447414,0.0183104648808261
31,0.00006299487941054203,0.015646672181864378
30,0.00007306685541006991,0.018213872292437237
29,0.00008654284587213704,0.02127789784326128
28,0.00010053688360652821,0.01581787431218719
27,0.00011650028965475102,0.018932394919969814
26,0.000138720663498484,0.026755924992263095
25,0.00016344472842476178,0.025877225428941473
24,0.00019036849876300437,0.025945449558484143
23,0.00021863137828398134,0.02512769532287637
22,0.000256517378963381,0.02736814970641643
21,0.0003014332929324843,0.03153761666672332
20,0.0003539733367319221,0.03417793243227197
19,0.0004156369527368413,0.03510805374799842
18,0.0004955759930613547,0.04290102502330042
17,0.0005762074134644894,0.037521474066831706
16,0.0006849149228748641,0.04413780596825395
15,0.0008150990775015982,0.04167613933109921
14,0.0009655408984058121,0.039614264109993705
13,0.0011472530040252435,0.04461104302446921
12,0.0013616280573796517,0.04710242182092216
11,0.0016189760314895354,0.04739644743260321
10,0.0019404761158910019,0.05089039848486433
9,0.0023330006903259847,0.0573795345116813
8,0.0028213272367448774,0.06083618802742286
7,0.0034635304758784775,0.06868135315609757
6,0.004326010345268934,0.08464353913592125
5,0.00541055988912231,0.09926084912478424
4,0.007183336371800484,0.1093784352371029
3,0.00991448338160073,0.11467003328073591
2,0.016681393431209206,0.15420255806650368
1,0.0462864976820246,0.1894025844553146
0,0.23617977364186005,0.3497111130882054
