x,d
0.012502389714712394, 0.0 
0.03750716914413749, 0.0 
0.06251194857356215, 0.0 
0.08751672800403627, 0.0 
0.1125215097193308, 0.0 
0.13752629299515756, 0.0 
0.16253107627098665, 0.0 
0.18753585955012467, 0.0 
0.2125406488977643, 0.0 
0.23754544301610955, 0.0 
0.2625502371344578, 0.0 
0.28755503125556336, 0.0 
0.3125598271844477, 0.0 
0.3375646240832242, 0.0 
0.3625694209820026, 0.0 
0.38757421788380664, 0.0 
0.4125790196666459, 0.0 
0.43758382562396436, 0.0 
0.46258863158128183, 0.0 
0.4875934375437344, 0.0 
0.5125982336206486, 0.0 
0.5376030191630223, 0.0 
0.5626078047054001, 0.0 
0.5876125902542099, 0.0 
0.6126173808498898, 0.0 
0.6376221755895426, 0.0 
0.6626269703291925, 0.0 
0.687631765075322, 0.0 
0.7126365489469534, 0.0 
0.7376413214083477, 0.0 
0.762646093869749, 0.0 
0.7876508663390415, 0.0 
0.8126556419499621, 0.0 
0.8376604198771657, 0.0 
0.8626651978043697, 0.0 
0.8876699757401222, 0.0 
0.9126747482684486, 0.0 
0.9376795147982148, 0.0 
0.962684281327984, 0.0 
0.9876890478672985, 0.0 
1.0126938157720686, 0.0 
1.0376985842919306, 0.0 
1.0627033528117906, 0.0 
1.0877081213427702, 0.0 
1.112712902498106, 0.0 
1.1377176951720986, 0.0 
1.1627224878460856, 0.0 
1.1877272805603771, 0.0 
1.2127320778083812, 0.0 
1.2377368770114348, 0.0009640795629080046 
1.2627416762144956, 0.0024914336525990732 
1.2877464755628583, 0.004118490246964646 
1.3127513031541513, 0.005886645589199935 
1.3377561499960344, 0.007762335825621247 
1.3627609968379077, 0.009837172016266105 
1.3877658439147036, 0.012080504085993149 
1.4127707181735298, 0.014593851868743846 
1.4377756066344685, 0.017245465940861182 
1.4627804950954033, 0.02015706536170625 
1.4877853839771267, 0.023477120236753857 
1.5127903199549255, 0.027196916812539995 
1.5377952812603792, 0.03166384861720761 
1.5628002425658347, 0.03713798808995783 
1.5878052049967808, 0.04278868332976893 
1.6128102875958872, 0.05275077467338585 
1.6378154350230663, 0.06429358514927042 
1.6628205824502265, 0.07757437658467459 
1.687825732767263, 0.09424309518570073 
1.7128311777898058, 0.11455335688470714 
1.7378367809514885, 0.13724601022311 
1.7628423841131706, 0.16387510959248586 
1.787847993683233, 0.1950120356249031 
1.8128542833048105, 0.22931534727793756 
1.8378609542532123, 0.26740071241224483 
1.862867625201618, 0.3109735191991626 
1.8878743093246928, 0.3580618987460906 
1.9128825556733657, 0.4082851177825898 
1.9378917396599977, 0.4601812189721225 
1.9629009236466182, 0.5143242309506436 
1.9879101324857766, 0.567884361752283 
2.012922902184752, 0.6193658946515755 
2.0379380123629147, 0.6676731598971394 
2.0629531225410442, 0.7127072807251146 
2.08796827787673, 0.7537548021423708 
2.112991373398651, 0.7906180356535403 
2.138020116357009, 0.8233172824034241 
2.1630488593153654, 0.8516664445448516 
2.188077686731521, 0.876514311561602 
2.2131244252706392, 0.8980941590362377 
2.238184660296949, 0.9158738377580201 
2.2632448953232553, 0.9300063757625999 
2.2883052911584207, 0.9416810496252624 
2.3134015578082208, 0.9513233482292319 
2.338525341754195, 0.9591712435042579 
2.3636491257001917, 0.9653876759355235 
2.3887732661441103, 0.9704988145718609 
2.4139582191142663, 0.9747049129995057 
2.4391878863017973, 0.9781208835049705 
2.464417553489329, 0.9808257331192046 
2.4896479620250482, 0.9830210382463067 
2.5149569834535903, 0.9847996028506242 
2.540318900014085, 0.986214551209359 
2.5656808165745635, 0.9872986375981634 
2.5910437532564377, 0.9881228438426403 
2.616463952814122, 0.9887251191020194 
2.641917186870561, 0.9891232986162811 
2.6673704209270115, 0.9893222779923221 
2.692823484545232, 0.989334947331898 
2.7182639252062, 0.989170445075659 
2.7436966018155435, 0.988821000080589 
2.7691292784248978, 0.9882659944272528 
2.7945589273665905, 0.9874702933951353 
2.8199104029129014, 0.9864265382892788 
2.8452267252479384, 0.9850923992336483 
2.870543047583001, 0.9834062917213943 
2.895854932050925, 0.9812460585205562 
2.921077825857839, 0.9785929728206312 
2.946264574349616, 0.9753417597066492 
2.971451322841357, 0.9713473534123848 
2.996634650328846, 0.9662713209183696 
3.0217550388588865, 0.9600988823012475 
3.0468506060612044, 0.9525943922147596 
3.0719461732635422, 0.9434215204318774 
3.09703987037283, 0.9317326917625532 
3.1220984392788376, 0.9175351215545607 
3.1471428217125053, 0.9003021913096145 
3.172187204146155, 0.8792663702889645 
3.1972308453195053, 0.8527784411725061 
3.2222580083616204, 0.8205154012382203 
3.2472779308986612, 0.781184141741109 
3.2722978534357003, 0.7332330345060121 
3.2973176516607405, 0.6752430347955638 
3.3223311711750956, 0.6042059063191272 
3.347341323324373, 0.5169327827816571 
3.3723514754736446, 0.411519251379196 
3.3973614439463873, 0.2926608625252003 
3.42236776748928, 0.19516022508794317 
3.4473724203435516, 0.16059452934610519 
3.4723770731978254, 0.13098985911783223 
3.4973817951267345, 0.10734910071934323 
3.5223866412555114, 0.08637657813465272 
3.5473912458412338, 0.06896343222395429 
3.572395850426995, 0.05553888516702943 
3.5974004919488527, 0.04389130318438805 
3.622405249839354, 0.03329194800114943 
3.647409917498218, 0.025994052967571846 
3.672414585157043, 0.02168722306743076 
3.697419292903699, 0.01866389074765873 
3.7224243010804985, 0.01579430937149684 
3.7474293449485896, 0.0130784411329109 
3.7724343888166474, 0.010540603842291607 
3.797439466720004, 0.008221451100107302 
3.822444811054293, 0.006030220792757168 
3.847450194861298, 0.003983158624542904 
3.8724555786683097, 0.0020860484723334016 
3.8974609514806615, 0.0004052232726033944 
3.92246620159569, 0.0 
3.9474714121199024, 0.0 
3.972476622644121, 0.0 
3.997481798055769, 0.0 
4.022486646363736, 0.0 
4.047491414976855, 0.0 
4.072496183589951, 0.0 
4.097500915710116, 0.0 
4.1225053078745395, 0.0 
4.147509616927791, 0.0 
4.172513925981028, 0.0 
4.197518223347075, 0.0 
4.222522410448933, 0.0 
4.247526570376372, 0.0 
4.27253073030377, 0.0 
4.297534917806617, 0.0 
4.322539356463908, 0.0 
4.347543855535125, 0.0 
4.372548354606294, 0.0 
4.397552886744553, 0.0 
4.422557720083753, 0.0 
4.447562625887599, 0.0 
4.472567531691473, 0.0 
4.4975724724652135, 0.0 
4.52257772957577, 0.0 
4.547583062380979, 0.0 
4.572588395186238, 0.0 
4.597593714588491, 0.0 
4.62259890748187, 0.0 
4.647604069096276, 0.0 
4.672609230710709, 0.0 
4.697614385302744, 0.0 
4.722619476911584, 0.0 
4.747624553664403, 0.0 
4.772629630417137, 0.0 
4.797634665197462, 0.0 
4.822639321345668, 0.0 
4.847643888115428, 0.0 
4.872648454885191, 0.0 
4.897653036381876, 0.0 
4.922657730333537, 0.0 
4.947662442973402, 0.0 
4.972667155613287, 0.0 
4.9976730363181785, 0.0 
