disp,load
0, 0
0.006324110671936757, 38.99147727272731
0.01317523056653492, 65.19886363636368
0.018972332015810278, 97.79829545454544
0.023978919631093554, 123.36647727272731
0.027931488801054026, 139.9857954545455
0.03030303030303031, 155.96590909090907
0.033728590250329385, 170.02840909090912
0.03662714097496707, 188.56534090909088
0.04137022397891964, 211.57670454545456
0.04558629776021081, 230.7528409090909
0.048484848484848506, 246.09375
0.051383399209486175, 260.15625
0.054018445322793165, 273.5795454545455
0.05981554677206853, 300.4261363636364
0.0645586297760211, 322.7982954545455
0.06930171277997367, 347.72727272727275
0.07140974967061926, 357.95454545454544
0.07272727272727274, 361.1505681818182
0.07430830039525693, 371.37784090909093
0.07536231884057974, 374.5738636363636
0.07720685111989462, 377.7698863636364
0.0795783926218709, 380.32670454545456
0.08142292490118579, 385.4403409090909
0.08695652173913046, 393.11079545454544
0.08906455862977605, 395.02840909090907
0.09117259552042165, 395.02840909090907
0.09196310935441372, 392.4715909090909
0.09354413702239793, 386.71875
0.09512516469038211, 381.6051136363636
0.096969696969697, 373.2954545454545
0.09907773386034259, 357.95454545454544
0.10039525691699609, 343.2528409090909
0.10144927536231886, 327.27272727272725
0.10223978919631095, 313.21022727272725
0.10223978919631095, 288.92045454545456
0.10329380764163375, 282.5284090909091
0.10487483530961796, 271.66193181818187
0.10645586297760214, 262.0738636363636
0.10935441370223982, 251.20738636363637
0.1119894598155468, 237.14488636363635
0.11409749670619239, 226.91761363636363
0.11594202898550728, 217.96875000000003
0.11673254281949937, 205.18465909090907
0.11805006587615287, 201.3494318181818
0.12015810276679843, 194.95738636363637
0.12252964426877473, 187.92613636363637
0.12516469038208172, 182.8125
0.12859025032938082, 171.3068181818182
0.1314888010540185, 162.35795454545456
0.13412384716732545, 153.40909090909093
0.13491436100131754, 152.76988636363637
0.13596837944664036, 148.29545454545456
0.13833992094861663, 145.73863636363637
0.1407114624505929, 140.625
0.1436100131752306, 135.51136363636368
0.14571805006587618, 131.0369318181818
0.1488801054018446, 124.00568181818187
0.15151515151515155, 116.97443181818181
0.15335968379446646, 109.94318181818181
0.15625823451910414, 102.27272727272725
0.15652173913043482, 94.60227272727275
0.15783926218708833, 86.93181818181819
0.15968379446640318, 83.09659090909093
0.16179183135704878, 78.62215909090912
0.16310935441370228, 77.34375000000006
0.16521739130434787, 72.86931818181824
0.16785243741765482, 68.39488636363637
0.17154150197628465, 63.28125
0.17364953886693024, 60.72443181818181
0.17786561264822137, 56.25
0.18129117259552047, 53.69318181818187
0.18445322793148883, 50.49715909090912
0.18761528326745724, 47.301136363636374
0.18972332015810284, 44.74431818181819
0.1936758893280633, 38.99147727272731
0.19578392621870888, 35.15625000000006

